Código,Descrição,Fornecedor
21682,SHORT JEANS BARRA DOBRADA PUIDO REF:1608.DECIZAO,DECIZÃO
21683,SHORT JEANS BAILARINA REF:1647.DECIZAO,DECIZÃO
21684,SHORT JEANS COS E BARRA DESFIADO REF:1659.DECIZAO,DECIZÃO
21685,SAIA JEANS COM PUIDO REF:7197.DECIZAO,DECIZÃO
21686,SAIA JEANS C/ FAIXA E PUIDO REF:7179.DECIZAO,DECIZÃO
21728,FOREO P/ LIMPEZA FACIAL. IMPORTADO BRAS. AATR,IMPORTADO (BRÁS )
21748,BLUSA M/M GOLA PLUS REF:8030 .JIN DG,JIN DG
21751,BLUSA M/M ESTAMPADA BOTOES REF:8051 .JIN DG,JIN DG
21755,BLUSA M/M ESTAMPADA C/ BOLSO PLUS REF:7852.JIN DG,JIN DG
21791,SHORT BARRA VIRADA MADAME REF:32729. BLACKOUT,BLACKOUT
21792,SHORT JEANS PLUS REF:42401.BLACKOUT,BLACKOUT
21793,SHORT JEANS PLUS REF:42402 JEANS CLARO.BLACKOUT,BLACKOUT
21794,SHORT JEANS PLUS C/ BOLSO REF:42406.BLACKAOUT,BLACKOUT
21795,SHORT PEDAL JOVEM REF:50219.BLACKOUT,BLACKOUT
21796,CONJUNTO C/ RENDA CROPPED E CALCINHA.CAMALU,CAMALÚ
21797,CONJUNTO C/RENDA TOP E CALCINHA .CAMALU,CAMALÚ
21798,CALCINHA C/RENDA .CAMADU,CAMALÚ
21805,SHORT VISCOLYCRA AD .ARRASO. FBSL,ARRASO
21809,TOP COTTON NADADOR .RG (FLAVIO),RG
21810,CONJUNTO INTIMO INFANTIL. RG .FA4SL,RG
21824,CALCA 1215/2 DESTROY MASCULINA .WONE,WONE
21831,CALCA FEMININA 2156/1 AMACIADA.WONE,WONE
21837,TOP RENDA .LILI,LILI
21838,CALCINHA RENDA .LILI,LILI
21839,CONJUNTO RENDA / LISO .LILI,LILI
21855,CAMISETA MEIA MANGA INF PERSONAGEM FULL PRINT IN4SL .ECCO SURF,ECCO SURF
21864,CALCA MONTARIA IMPORTADA .NILKAMP,NILKAMP
21869,CALCA CAPRI BOLSO LISA GLOSS MODA,GLOSS MODA
21979,SHORT FEM CLOCHARD BY JEANS .WONE,WONE
21980,SHORT FEM BARRA DOBRADA BY JEANS .WONE,WONE
"2,20E+04",BERMUDA RASGADA BY JEANS .WONE,WONE
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,20E+12",Cueca Box Lisa e Estampada,RODRIGO MINEIRO
"2,23E+04",CUECA BOX POLIAMIDA REF:1201.HAD BRAZIL MISL,HAD DO BRAZIL
"2,23E+04",KIT MEIA MASC LISA. HAD BRAZIL. AASF,HAD DO BRAZIL
"2,23E+04",KIT MEIA INF ESTAMPADA.HAD BRAZIL,HAD DO BRAZIL
"2,23E+04",KIT MEIA FEM ESTAMPADA.HAD BRAZIL,HAD DO BRAZIL
"2,24E+04",LENCO CETIM ESTAMPA VARIADAS. IMPORTADA. FABIANA. AASF,FABIANO
"2,24E+04",BLUSA M/M GOLA V CANELADA .FAROL,FAROL
"2,24E+04",CALCOLA REBECA / BARBARA/ CLARICE MIX MICROFIBRA .VINI FISL,VINI
"2,24E+04",VESTIDO M/M BOTOES .TOPISSIMA,TOPISSIMA
"2,24E+04",CALCA JEANS FEM PROMOCIONAL 3 POR R$ 100,WONE
"2,24E+04",SHORT DOLL ROMANTE RENDA REF:198 M .DELA SPIGA FISL,DELA SPIGA
22419,CAMISOLA C/ RENDA ROMANTIQUE.LINDA BELLA.FIAR,LINDA BELLA
22421,SHORT DOOL LIGANTE EST JANA VINI.FIAR,VINI
22433,BLUSA XADREZ C/ BOTOES. JIN DG. FJSL,JIN DG
22469,"MERCADORIA PROMOCIONAL 3 POR 60,00.",MARCA PADRÃO
22482,CUECA BOX LISA E ESTAMPADA PLUS REF :312.STYLLETO,STYLLETO
22484,CALCINHA CC-5M POLIAMIDA .HANGAR,HANGAR
22507,CAMISETA M/M BASICA PENTEADA .ECCO SURF,ECCO SURF
22587,BOLSA . ROBSON SAO PAULO,ROBSON SÃO PAULO
22607,CALCA ESTAMPADA C/ BOLSO VISCOSE .IMPORTADO BRAS FCPR,IMPORTADO (BRÁS )
22620,SUTIA COM RENDA .TOQUE SECRETO .FIPR,TOQUE SECRETO
22621,SUTIA COM RENDA .TOQUE SECRETO .FIPR,TOQUE SECRETO
22622,SUTIA COM RENDA .TOQUE SECRETO .FIPR,TOQUE SECRETO
22623,SUTIA COM RENDA .TOQUE SECRETO .FIPR,TOQUE SECRETO
22624,SUTIA COM RENDA TOQUE SECRETO .FIPR,TOQUE SECRETO
22625,SUTIA COM RENDA TOQUE SECRETO.FIPR,TOQUE SECRETO
22626,SUTIA COM RENDA TOQUE SECRETO .FIPR,TOQUE SECRETO
22634,TANGA POPULAR DE MICROFIBRA .ZE DUDA FISL,ZE DUDA
22647,BLUSA FEM MULLET DRY M/M NILKAMP FFSL,NILKAMP
22648,CAMISETA MASCULINA C /SILK OXIGENIO.NILKAMP MCSL,NILKAMP
22651,CAMISA POLO LISA DK . MCSL,DUKY
22652,BERMUDA MASC BRIN 36 A 46FEL .MCPR,FEL
22653,CAMISETA MASC BASICA .DUKY .MJMS,DUKY
22665,BERMUDA VIES AO REDOR PLUS GOOD BLESS MJSL,GOOD BLESS
22668,SHORT FEM INFATIL MOLETOM LISO 4 A 8.GOOD BLESS,GOOD BLESS
22676,CALCA VISCOSE CENOURA LISA AME-SE FCPR,AME -SE
22677,CALCA VISCOSE CENOURA ESTAMPADA AME-SE .FCPR,AME -SE
22682,TANGAO ANA EM RENDA STYLLETO .FIPR,STYLLETO
22683,CUECA BOX LISTRADA STYLLETO .MIPR,STYLLETO
22684,CUECA CICLISTA STYLLETO MIPR,STYLLETO
22685,CALCINHA INFATIL MICROFIBRA STYLLETO .FA4SL,STYLLETO
22688,CUECA FEMININA MICROFIBRA .FIPR,STYLLETO
22689,SAMBA CANCAO MICROFIBRA STYLLETO MIPR,STYLLETO
22692,BABY DOLL MALHA ALCA FINA .DIONS FIPR,DIONS
22693,BABY DOLL MALHA REGATA SHORT LISO.DIONS FIPR,DIONS
22694,BABY DOLL MALHA REGATA SHORT ESTAMP.DIONS FIPR,DIONS
22695,BABY DOLL MALHA M/M MALHA ESTAMP.DIONS .FIPR,DIONS
22696,LEGGING C/TULE LISA .MAIS FITNESS.FFPR,MAIS FITNESS
22697,BERMUDA PLUS SIZE FEM MAIS FITNESS P2. FFPR,MAIS FITNESS
22698,CALCA LEGGING FEM PLUS .MAIS FITNESS FFPR,MAIS FITNESS
22699,CALCA LYCRA LISA .MAIS FITNESS .FFPR,MAIS FITNESS
22701,BERMUDA LISA FEM .MAIS FITNESS .FFPR,MAIS FITNESS
22702,BERMUDA C /TULE FEM.MAIS FITNESS.FFPR,MAIS FITNESS
22703,TOP FEM .MAIS FITNESS FFPR,MAIS FITNESS
22704,TOP FEM .DETALHE DECOTE.MAIS FITNESS FFPR,MAIS FITNESS
22715,TOP 3D FEM DETALHE NA FRENTE .MAIS FITNESS FFPR,MAIS FITNESS
22719,CAMISOLA M/M MALHA ESTAMPADA PLUS DIONS FIPR,DIONS
22720,BABY DOLL MALHA REGATA PLUS DIONS .FIPR,DIONS
22721,BABY DOLL MALHA M/M PLUS DIONS.PIPR,DIONS
22722,PIJAMA MASC SHORT M/M MALHA DIONS .MIPR,DIONS
22723,PIJAMA INFANTIL ALCA FINA DIONS A4PR,DIONS
22724,PIJAMA INFANTIL REGATA DIONS A4PR,DIONS
22725,PIJAMA INFANTIL M/M DIONS .A4PR,DIONS
22726,PIJAMA INFANTIL REGATA DIONS. O4PR,DIONS
22727,PIJAMA INFANTIL M\M 04PR.DIONS. O4PR,DIONS
22728,CALCA BRANCA BRIN C/ELASTANO IDISE JEANS .FEPR,IDISE
22729,CALCA MOM COLOR DESTROY IDISE.FPR,IDISE
22730,CALCA WIDE LEG COLOR BARRA DESFIADA IDISE FEPR,IDISE
22731,COLETE CROPPED COLOR BRIN IDISE.FIPR,IDISE
22733,BERMUDA S/BAINHA DESTROY IDISE.FEPR,IDISE
22734,SHORT BRIN COLOR COIS ALTO S/BAINHA IDISE.FEPR,IDISE
22735,SHORT JEANS C/BOTOES DESTROY BARRA DESFIADA IDISE FEPR,IDISE
22736,SHORT BRIN COLOR BARRA DESFIADA IDISE.FEPR,IDISE
22737,SHORT BRIN COLOR BARRA VIRADA IDISE.FIPR,IDISE
22738,SHORT JEANS BARRA DESFIADA DESTROY.FEPR,IDISE
22739,JARDINEIRA BRIN COLOR CURTA BARRA DESFIADA IDISE.JPR,IDISE
22740,MACAQUINHO JEANS BRIN COLOR CURTA BARRA DESFIADA IDISE.FEPR,IDISE
22741,JARDINEIRA JEANS BARRA DESFIADA IDISE.FEPR,IDISE
22742,MACAQUINHO JEANS ALCA AMARRADA IDISE.FEPR,IDISE
22743,SAIA JEANS TRI COLOR BARRA DESFIADA IDISE.FEPR,IDISE
22744,SHORT JEANS PLUS DESTROY IDISE. FPPR,IDISE
22745,SHORT JEANS PLUS C/ CINTO IDISE .FEPR,IDISE
22746,SHORT JEANS PLUS DESTROY BARRA VIRADA IDISE. FEPR,IDISE
22753,CALCA JEANS MASC DESTROY ESCURA IDISE. MEPR,IDISE
22758,CAMISETA M/M PLUS MASC DESAYNER.MPPR,DESAYNER
22759,CAMISETA PLUS M/M MASC DESAYNER. MPPR,DESAYNER
22760,CAMISETA M/M PLUS MASC DESAYNER.MPPR,DESAYNER
22761,CAMISETA M/M PLUS MASC DESAYNER.MPPR,DESAYNER
22762,CONJUNTO S/BOJO REFORCADO VERSALLY .FIPR,VERSALLY
22763,CONJUNTO SUTIA ANA JULIA VERSALLY .FIPR,VERSALLY
22764,CONJUNTO SUTIA DRAPEADO VERSALLY.FIPR,VERSALLY
22765,CONJUNTO CROPPED VERSALLY .FIPR,VERSALLY
22766,BABY DOLL CROPPED C/RENDA VERSALLY .FIPR,VERSALLY
22767,BABY DOLL LISO FEM VERSALLY.FIPR,VERSALLY
22768,BABY DOLL CROPPED C/RENDA DUPLA VERSALLY. FIPR,VERSALLY
22769,CAMISOLA LISA RENDA VERSALLY.FIPR,VERSALLY
22770,CAMISOLA TULE RENDA FEM VERSALLY .FIPR,VERSALLY
22771,CAMISOLA LISA GOLA V FEM VERSALLY.FIPR,VERSALLY
22775,TOP FEM C/ BOJO CORES .SEA SURF.FJSL,SEA SURF
22778,CALCA LEGGING FLANELADA PLUS GLOSS FPSL,GLOSS MODA
22781,SHORT DOLL LIGANETE ESTAMPADO LINHARES .FISL,CONFECÇÃO LINHARES
22785,MACAQUINHO MANGA LONGA CYNDHEL.FJPR,FLORATTA
22786,CALCA PANTALONA ESTAMPADA CYNDHELL.FJPR,FLORATTA
22794,CHAMISE PRINCESA ESTAMPADO ANTONIA .FCSL,ANTONIA
22795,CHAMISE TRADICIONAL LISA E EST ANTONIA .FCSL,ANTONIA
22800,VESTIDO ALCA MID C/BOTOES ANTONIA .FJSL,ANTONIA
22806,BLUSA MEIA MANGA SUEDE. AGTEX.FCSL,AGTEX
22826,SHORT MOLETIN FEM MORENA FLOR .FJSL,MORENA FLOR
22828,BERMUDA MOLETINHO LISTRADA MASC SEMINAS.MJSL,CARIOCA SOUL
22832,BLUSA ESTAMPA ESCRITA MANGA BUFANTE.MC JU FCPR,MC JU
22835,VESTIDO M/M VISCOLYCRA C/FENDA MC JU.FJPR,MC JU
22838,BLUSA MEIA MANGA C/ CAPUZ MC JU. FJPR,MC JU
22841,BLUSA M/M C/OLERLOCK MC .FJPR,MC JU
22844,BLUSA BOTOES CANELADA MC JU .FCPR,MC JU
22847,CAMISETA M/M CROPPED DUAS CORES MC JU.FCPR,MC JU
22849,"SHORT MOL LISO NEON SOFT MC JU,FJPR",MC JU
22853,SHORT MOL C/BOLSO PLUS MC JU.FJPR,MC JU
22857,CROPPED POA C/ AMARRACAO E MANQUINHA MC.FJPR,MC JU
22858,SAIA ENVELOPE POA BABADO MC .FCPR,MC JU
22859,SHORT CINTO AMARRACAO POA MC JU .FCPR,MC JU
22870,BLUSA CIGANINHA FEM MODA CARIOCA .FJPR,MODA CARIOCA
22882,MACAQUINHO INF A4 SUBLIMADO MINHA FLOR .IA4PR,MINHA FLOR
22884,BERMUDA FIT TRES LISTRAS LIDERY J2 FFPR,LIDERY
22885,BLUSA POLIAMIDA COM RENDA ALCA FINA PLUS. SEA SURF. FPPR,SEA SURF
22886,TOP SUPLEX DECOTE V LIDERY L2 FFPR,LIDERY
22887,CALCA MONTARIA BOLSO LISA LIDERY L1 FFPR,LIDERY
22888,TOP FITNESS COM TELA LIDERY.FFPR,LIDERY
22889,CALCA SUPLEX COM LISTRA LIDERY C1 FFPR,LIDERY
22890,BLUSA M/M ESTAMPADA DE FLOCAGEM PERSONAGEM. AGTEX FJSL,AGTEX
22891,BERMUDA SUPLEX COM LISTRA TRANSVERSAL LIDERY C2 FFPR,LIDERY
22892,BLUSA M/M ESTAMPADA C/CORACAO DE PEROLA.AGTEX.FCSL,AGTEX
22893,TOP NADADOR TRES LISTRAS COM TELA LIDERY C3 FFPR,LIDERY
22894,CONJUNTO INF A4 BLUSA E JARDINEIRA C/SILK,MINHA FLOR
22895,BERMUDA COM BOLSO LATERAL LIDERY K2 FFPR,LIDERY
22896,CJ INFANTIL A4 BLUSA M/M MALHA E MOL NEON MINHA FLOR.IA4PR,MINHA FLOR
22897,TOP REGATA FURO NAS COSTA LIDERY K3 FFPR,LIDERY
22898,CALCA SUPLEX DUAS CORES LIDERY K1 FFPR,LIDERY
22899,CJ INFANTIL A4 BLUSA MALHA SUBLIMADO MINHA FLOR .IA4PR,MINHA FLOR
22900,BERMUDA COM LISTRA NEON LIDERY G2 FFPR,LIDERY
22901,TOP SUPLEX LISTRA NEON. LIDERY. FFPR,LIDERY
22902,CALCA LISTRA LATERAL . LIDERY. FFPR,LIDERY
22903,SHORT LISTRA TRANSVERSAL NEON LIDERY I2 FFPR,LIDERY
22904,BERMUDA LISTRA LATERAL NEON LIDERY E2 FFPR,LIDERY
22905,TOP SUPLEX ALCA DUPLA FAIXA NEON LIDERY E3 FFPR,LIDERY
22906,CALCA SUPLEX BARRA NEON LIDERY E1 FFPR,LIDERY
22907,SHORT COM LISTRA DE TELA NEON TRANSV LIDERY D4 FFPR,LIDERY
22908,BERMUDA COM BOLSO LATERAL NEON LIDERY D2 FFPR,LIDERY
22910,TOP TELA NEON LIDERY D3 FFPR,LIDERY
22911,CALCA BARRAS TRANSVERSAIS TELA NEON LIDERY D1 FFPR,LIDERY
22912,CROPPED MANGA LONGA NEON CORTE LATERAL LIDERY FFPR,LIDERY
22916,CROPPED M/L MOLETON SEM COSTURA. AGTEX. FJAR,AGTEX
22932,CALCINHA CINTA CONFORT 20CM. LIDERY. FIBC,LIDERY
22933,CALCINHA CINTA CONFORT 10 CM .LIDERY .FISL,LIDERY
22937,CALCINHA COS ALTO. LIDERY. FIBC,LIDERY
22941,CALCINHA ROMANTIQUE CONFORT LISA . LIDERY. FIBC,LIDERY
"2,29E+04",CALCINHAS COS 10CM. LIDERY. FIBC,LIDERY
"2,27E+12",CALCOLA C RENDA TRASEIRA PLUS DELA SPIGA FIPR,DELA SPIGA
22945,CALCOLA COM RENDA FRONTAL DELA SPIGA FIPR,DELA SPIGA
22946,CALCINHA COIS DE RENDA DELA SPIGA FIPR,DELA SPIGA
22947,CALCOLA COM RENDA LATERAL DELA SPIGA FIPR,DELA SPIGA
22948,SUTIA RENDA SEM BOJO DELA SPIGA FIPR,DELA SPIGA
22949,SUTIA SEM BOJO C/RENDA AMAMENTACAO DELA SPIGA FIPR,DELA SPIGA
22950,SUTIA SEM BOJO C/RENDA DELA SPIGA FIPR,DELA SPIGA
22951,SUTIA SEM BOJO C/RENDA DELA SPIGA FIPR,DELA SPIGA
22952,SUTIA SEM BOJO C/RENDA DELA SPIGA FIPR,DELA SPIGA
22953,BODY COM BOJO E TULE DELA SPIGA FIPR,DELA SPIGA
22954,BODY SEM BOJO M/M REDADO DELA SPIGA FIPR,DELA SPIGA
22955,CROPPED DE TULE COM RENDA NA BARRA DELA SPIGA FIPR,DELA SPIGA
22956,CONJ. SHORT LIGANETE E RENDA C/TOP RENDADO DELA SPIGA FIPR,DELA SPIGA
22958,CONJ CALCINHA RENDA E TULE C/SUTIA BOJO DELA SPIGA FIPR,DELA SPIGA
22959,CONJ INTIMO COM RENDA DELA SPIGA FIPR,DELA SPIGA
22960,CONJ INTIMO RENDADO DELA SPIGA FIPR,DELA SPIGA
22961,CONJ INTIMO C/RENDA E MICROFIBRA DELA SPIGA FIPR,DELA SPIGA
22962,CALCA JEANS COM PERNA DOBRADA E RASGO. ROYACK. FEPR,ROYACK
"2,30E+04",CALCA JEANS DESTROY VOM BARRA DOBRADA E CINTO DE AMARRAR. ROYACK. FEPR,ROYACK
22965,CALCA JEANS DESTROY AZUL COM BARRA DOBRADA. ROYACK. FEPR,ROYACK
22967,SHORT JEANS CLARO DESTROY BARRA DESFIADA. ROYACK. FEPR,ROYACK
"2,30E+04",CAMISOLA ROMANTIQUE LISA RENDA DELA SPIGA FISL,DELA SPIGA
22969,BODY C/BOJO LISO COM RENDA FIPR,DELA SPIGA
22970,SHORT JEANS DESTROY SEM COSTURA E CINTO DE AMARRAR. ROYACK. FEPR,ROYACK
22971,BODY M/M COM RENDA DELA SPIGA FIPR,DELA SPIGA
22972,BODY SEM BOJO RENDADO PLUS DELA SPIGA FIPR,DELA SPIGA
22973,SHORT JEANS DESTROY E CADARCO. ROYACK. FEPR,ROYACK
22975,SHORT JEANS ESCURO COM LEVES DESTROY. ROYACK. FEPR,ROYACK
22976,BODY SEM BOJO RENDADO PLUS DELA SPIGA FIPR,DELA SPIGA
22977,CAMISOLA ROMANTIQUE C/ RENDA LATERAL PLUS DELA SPIGA FIPR,DELA SPIGA
22979,SHORT SUPLEX COM BOLSO LATERAL DE TELA DELA SPIGA FFSL,DELA SPIGA
22980,SHORT SUPLEX ESTAMP/LISO DELA SPIGA FFPR,DELA SPIGA
22981,FAIXA DE CABELO DIVERSOS P/ MAKE. FEIRAO DA MAQUIAGEM AASF,FEIRÃO DA MAQUIAGEM
22982,SHORT DOOL ROMANTIQUE LISO PLUS DELA SPIGA FIPR,DELA SPIGA
22983,TOP SUPLEX NADADOR TRANCADO DELA SPIGA FFPR,DELA SPIGA
22984,TOP SUPLEX COM TELA DELA SPIGA FFPR,DELA SPIGA
22985,TOP SUPLEX DECOTE VAZADO FRENTE COR LISA DELA SPIGA FFPR,DELA SPIGA
22986,TOP SUPLEX TRACADO DELA SPIGA FFPR,DELA SPIGA
22987,TOP SUPLEX COM LINHA COLORIDA DELA SPIGA FFSL,DELA SPIGA
22988,BERMUDA JEANS MASCULINA GRADE C/3 INFANTIL MIPR,DUDY
22989,BERMUDA COLORIDA MASCULINA MIPR,DUDY
22991,CALCA PRETA INFANTIL MASCULINA MIPR,DUDY
22992,CALCA COLORIDA INFANTIL MASCULINA MIPR,DUDY
22993,CALCA JOGGER MASCULINA MIPR,DUDY
22994,CALCA JEANS MASCULINA MIPR,DUDY
22995,CALCA JOGGER MILITAR MASCULINA MIPR,DUDY
23003,BERMUDA ALFAIATARIA MASCULINA JEZZIAN MCPR,JEZZIAN
23010,CONJUNTO EM MEIA MALHA FITA REGIDA E MOLETOM CARECA. BOCHECHINHA.MIPR,BOCHECHINHA
23012,CALCA JEANS AMACIADA VARIADAS JEZZIAN .FESL,JEZZIAN
23013,CALCA JEANS FEM BASICA VARIADOS JEZZIAN .FESL,JEZZIAN
23015,CAMISETA M/M ESTAMPADA C/ AMARRACAO FRONTAL ARCO IRIS FJPR,ARCO ÍRIS
23019,JOGO DE CARTAS UNO. IMPORTADO BRAS. AASF,IMPORTADO (BRÁS )
23020,CABO USB TIPO C INOVA AAT,INOVA
23021,CABO USB TURBO IOS/TIPO C LAU.RA. IMPORTADO BRAS. AASF,IMPORTADO (BRÁS )
23022,CABO USB TIPO MICRO INOVA AAT,IMPORTADO (BRÁS )
23025,NECESSAIRE C/ PAETE ZIPER DOURADO. IMPORTADO BRAS. AASF,IMPORTADO (BRÁS )
23029,CHAVEIRO POMPOM COLORIDO SIMONE AAT,SIMONE
23030,NECESSAIRE GRANDE. IMPORTADO BRAS. AASF,IMPORTADO (BRÁS )
23031,NECESSAIRE MEDIA. SIMONE. AAT,SIMONE
23032,CHAVEIRO BORRIFADOR ALCOOL SIMONE AAT,SIMONE
23033,CHAVEIRO ESPELHO DECORADO SIMONE AAT,SIMONE
23034,CHAVEIRO ALCOOL GEL. SIMONE. AASF,SIMONE
23035,NECESSAIRE TRANSP. C/ EST PEQUENA. IMPORTADO BRAS. ATT,IMPORTADO (BRÁS )
23036,NECESSAIRE PEQUENA. IMPORTADO BRAS. AAT,IMPORTADO (BRÁS )
23037,PORTA CARTAO ESTAMPADO. SIMONE. AASF,SIMONE
23038,PORTA CHAVES ESTAMPADO SIMONE AAT,SIMONE
23039,NECESSAIRE GRANDE C/ TRANSP NO CENTRO E ALCA LATERAL. IMPORTADO BRAS . AAT,IMPORTADO (BRÁS )
23040,KIT UNHA CORUJA. SIMONE. AASF,SIMONE
23041,NECESSAIRE GRANDE C/ DIVISORIA. IMPORTADO BRAS. AASF,IMPORTADO (BRÁS )
23042,CHAVEIRO URSINHO SIMONE AAT,SIMONE
23043,NECESSAIRE MASCULINA SIMONE AAT,SIMONE
23044,NECESSAIRE COM ZIPER LARGO LIS/ EST. IMPORTADO BRAS. AASF,IMPORTADO (BRÁS )
23045,NECESSAIRE MASCULINA LISTRADA. SIMONE. AASF,SIMONE
23046,NECESSAIRE MASCULINA LISA SIMONE AAT,SIMONE
23047,NECESSAIRE MASCULINA PRETA COURO. SIMONE. AASF,SIMONE
23048,NECESSAIRE FEMININA COROA SIMONE AAT,SIMONE
23052,BOLSA BAG C/ ALCA LARGA. JULIANA. AASF,JULIANA
23053,CARTEIRA DE MAO TIPO COURO IMPORT BRAS AAT,IMPORTADO (BRÁS )
23054,POCHETE SPORT IMPORTADO BRAS AAT,IMPORTADO (BRÁS )
23055,CARTEIRA DE MAO TEXTURIZADA.JULIANA. AASF,JULIANA
23056,POCHETE COM 3 DIVISORIA. JULIANA. ATT,JULIANA
23057,BOLSA BAG SANFONADA. JULIANA. AASF,JULIANA
23058,CAMISOLA ABERTA FRONTAL LISA LOUCA PAIXAO FIPR,LOUCA PAIXÃO
23059,CONJUNTO LOVE RENDA LOUCA PAIXAO FIPR,LOUCA PAIXÃO
23060,CAMISOLA ABERTA FRENTE LOUCA PAIXAO FIPR,LOUCA PAIXÃO
23062,CALCOLA C/RENDA TRASEIRA PLUS DELLA SPIGA.FIPR,DELA SPIGA
23066,MEIA INFANTIL C/ PELUCIA MASC. HANGAR. AO1,HANGAR
23067,MEIA INFANTIL C/ PELUCIA FEM. HANGAR. AA1,HANGAR
23068,MEIA SAPATILHA INF MASCULINO HANGAR AO1TR,HANGAR
23069,MEIA SAPATILHA INF FEMININO HANGAR AA1TR,HANGAR
23074,TOP INF. POLIAMIDA. HANGAR. AA1,HANGAR
23075,PREGADEIRA C/ BRILHO GRANDE IMPORT BRAS AATR,IMPORTADO (BRÁS )
23076,PRENDEDOR C/ BRILHO PEQUENA. HANGAR. AAT,IMPORTADO (BRÁS )
23077,CHIQUINHA DE POMPOM IMPORT BRAS AATR,IMPORTADO (BRÁS )
23078,PRENDEDOR GRANDE CASCO DE TARTARUGA IMPORT BRAS AATR,IMPORTADO (BRÁS )
23079,ELASTICO DE CABELO LACO IMPORT BRAS AATR,IMPORTADO (BRÁS )
23080,PRENDEDOR PEQUENO CASCO TARTARUGA IMPORT BRAS AATR,IMPORTADO (BRÁS )
23081,PRENDEDOR COLORIDO PEQUENO TIME BIJU. IMPORTADO BRAS. AATR,IMPORTADO (BRÁS )
23082,PRENDEDOR MEDIO CASCO TARTARUGA IMPORT BRAS AATR,IMPORTADO (BRÁS )
23083,TIC TAC COLORIDO BORBOLETA. IMPORTADO BRAS. AASF,IMPORTADO (BRÁS )
23084,ELASTICO SILICONE FEIRAO DA MAQUIAGEM AASF,FEIRÃO DA MAQUIAGEM
23085,PRENDEDOR COLORIDO MINI. IMPORTADO BRAS. AATR,IMPORTADO (BRÁS )
23086,XUXINHAS DE CABELO MEIA. FEIRAO DA MAQUIAGEM. AASF,FEIRÃO DA MAQUIAGEM
23087,TOP NADADOR S/ COSTURA HANGAR FISL,HANGAR
23088,TOP TOMARA Q CAIA S/ COSTURA HANGAR.FISL,HANGAR
23089,PRENDEDOR COLORIDO MEDIO IMPORT BRAS AATR,IMPORTADO (BRÁS )
